ward,target
10301002: Ward 2,15.752893152921231
10301003: Ward 3,11.542162659745454
10301004: Ward 4,7.641535432853985
10301005: Ward 5,12.586416030850994
10301006: Ward 6,14.974261988496838
10301007: Ward 7,13.004365926766003
10301008: Ward 8,13.122944480500191
10301009: Ward 9,17.503285652875913
10301010: Ward 10,12.635305120944768
10301011: Ward 11,13.952908097329015
10301012: Ward 12,19.564978176335035
10301013: Ward 13,12.341540557211616
10302001: Ward 1,13.220919660637534
10302002: Ward 2,7.019968150341712
10302003: Ward 3,4.6281223522075505
10302004: Ward 4,10.328500442805524
10302005: Ward 5,16.516201231561126
10302006: Ward 6,14.808205556090385
10302007: Ward 7,1.8990162049114536
10302008: Ward 8,9.81593584351699
10302009: Ward 9,1.906201083079559
10302010: Ward 10,5.3009926219374375
10302011: Ward 11,9.069012942653934
10302012: Ward 12,15.22516645448745
10302013: Ward 13,1.5709799964295534
10303001: Ward 1,12.53266462338172
10303002: Ward 2,8.441413019643566
10303003: Ward 3,15.35798399373028
10303004: Ward 4,4.591372808776381
10303005: Ward 5,7.0699596217616545
10401001: Ward 1,11.899878768556327
10401002: Ward 2,14.738775150396332
10401003: Ward 3,20.81878268000089
10401004: Ward 4,12.999588073914968
10402001: Ward 1,4.80730436238094
10402002: Ward 2,12.686410039453392
10402003: Ward 3,4.066293006712016
10402004: Ward 4,13.768723499139206
10402005: Ward 5,8.72854808881377
10402006: Ward 6,12.531665493313952
10402007: Ward 7,9.161754843126314
10402008: Ward 8,19.09248714467646
10403001: Ward 1,18.3763787479087
10403002: Ward 2,18.131946936441018
10403003: Ward 3,19.19554281433643
10403004: Ward 4,3.668604302242347
10403005: Ward 5,2.3786699714932906
10403006: Ward 6,2.0295817114672494
10403007: Ward 7,5.451794465957178
10403008: Ward 8,7.57774886727326
10403009: Ward 9,16.286075699619232
10403010: Ward 10,0.0
10403011: Ward 11,8.710583743368554
10403012: Ward 12,18.54087852392187
10403013: Ward 13,8.71606302916023
10403014: Ward 14,12.649395964485578
10404001: Ward 1,8.201296275620628
10404002: Ward 2,3.760190314315604
10404003: Ward 3,4.069107105799663
10404004: Ward 4,8.82829914864206
10404005: Ward 5,3.095070441674229
10404006: Ward 6,13.93224686077576
10404007: Ward 7,14.454629470384234
10404008: Ward 8,15.459688680037281
10404009: Ward 9,17.99234700313919
10404010: Ward 10,21.283308589553435
10404011: Ward 11,18.221359073225887
10404012: Ward 12,16.659902250914534
10404013: Ward 13,14.88201032465862
10404014: Ward 14,9.63369172127731
10404015: Ward 15,21.172323470731865
10404016: Ward 16,10.502627144953891
10404017: Ward 17,15.317286885463158
10404018: Ward 18,3.343505849151871
10404019: Ward 19,0.9797160093994022
10404020: Ward 20,18.34081712176758
10404021: Ward 21,19.96880931839169
10404022: Ward 22,8.70429408204727
10404023: Ward 23,6.99994317237441
10404024: Ward 24,17.926576659188527
10404025: Ward 25,16.17581166096472
10405001: Ward 1,9.072160091387708
10405002: Ward 2,7.722964842207585
10405003: Ward 3,6.812397322895821
10405004: Ward 4,17.592157033077786
10405005: Ward 5,19.813767732737087
10405006: Ward 6,16.569381519871744
10405007: Ward 7,10.313783392204066
10405008: Ward 8,19.286890199678627
10405009: Ward 9,23.898551188240003
10405010: Ward 10,21.11604467049693
10405011: Ward 11,17.82381250968102
10405012: Ward 12,16.895221826995076
10405013: Ward 13,15.567808491953869
10407001: Ward 1,12.745482179650132
10407002: Ward 2,8.775900223218159
10407003: Ward 3,17.553082323960158
10407004: Ward 4,15.14717708421762
10407005: Ward 5,17.871211210292348
10407006: Ward 6,18.864809373412154
10407007: Ward 7,11.084979768621288
10408001: Ward 1,12.354519577582412
10408002: Ward 2,4.501654111000647
10408003: Ward 3,18.927762721075176
10408004: Ward 4,16.669918344031004
10408005: Ward 5,10.624887068385966
10408006: Ward 6,17.540398323930223
10408007: Ward 7,18.82419855684801
10408008: Ward 8,13.46050671002347
10408009: Ward 9,9.175422226457364
10408010: Ward 10,4.515754469132789
10501001: Ward 1,18.956095628131504
10501002: Ward 2,6.40624295840395
10501003: Ward 3,0.8958181341848626
10501004: Ward 4,15.684936036650594
10502001: Ward 1,16.78975013459774
10502002: Ward 2,7.125264602510056
10502003: Ward 3,20.76056860697127
10502004: Ward 4,16.01052431504952
10503001: Ward 1,27.088477833530153
10503002: Ward 2,10.737685675358591
10503003: Ward 3,19.604690551166044
10503004: Ward 4,12.377343682548489
10503005: Ward 5,19.981335354789227
10503006: Ward 6,26.048920003151014
10503007: Ward 7,19.807280012651425
19100001: Ward 1,6.148718053433998
19100002: Ward 2,3.97728693591241
19100003: Ward 3,3.051402626354105
19100004: Ward 4,7.194692933033173
19100005: Ward 5,8.228430671929964
19100006: Ward 6,11.91413251417401
19100007: Ward 7,6.164837853395006
19100008: Ward 8,3.4921042685139567
19100009: Ward 9,7.978767194160631
19100010: Ward 10,6.821199606338868
19100011: Ward 11,7.953382887672956
19100012: Ward 12,8.623721600853212
19100013: Ward 13,14.184086510817174
19100014: Ward 14,6.340890616397294
19100015: Ward 15,7.944525687146876
19100016: Ward 16,10.589929281130566
19100017: Ward 17,7.803473905257253
19100018: Ward 18,18.509037897393068
19100019: Ward 19,10.17518239343039
19100020: Ward 20,16.300318196601538
19100021: Ward 21,6.8140462517152525
19100022: Ward 22,9.846381139074744
19100023: Ward 23,3.056719785493243
19100024: Ward 24,12.586726547866743
19100025: Ward 25,10.669968023303475
19100026: Ward 26,7.578226644617097
19100027: Ward 27,4.760025511106526
19100028: Ward 28,9.971789538228773
19100029: Ward 29,10.984185645416968
19100030: Ward 30,9.576605765544741
19100031: Ward 31,14.373717468577087
19100032: Ward 32,12.22548526271941
19100033: Ward 33,20.099509334934545
19100034: Ward 34,17.914297128565348
19100035: Ward 35,17.656595826542056
19100036: Ward 36,19.529265890614898
19100037: Ward 37,19.33707845651421
19100038: Ward 38,16.662700877153306
19100039: Ward 39,20.462779479580906
19100040: Ward 40,19.61552695240848
19100041: Ward 41,17.52449143548356
19100042: Ward 42,17.31493714324988
19100043: Ward 43,7.175619629029409
19100044: Ward 44,15.083720611470042
19100045: Ward 45,16.788163394265535
19100046: Ward 46,12.117320095035161
19100047: Ward 47,15.707706323509338
19100048: Ward 48,7.067001595324579
19100049: Ward 49,11.038847121260105
19100050: Ward 50,14.488853463255413
19100051: Ward 51,16.646806095242432
19100052: Ward 52,18.764135106046602
19100053: Ward 53,8.74765331061943
19100054: Ward 54,4.978295061469865
19100055: Ward 55,8.56680778642658
19100056: Ward 56,7.664682857462084
19100057: Ward 57,12.715136952890251
19100058: Ward 58,10.360667068503258
19100059: Ward 59,12.299271853296965
19100060: Ward 60,6.569032596155416
19100061: Ward 61,10.97767101981879
19100062: Ward 62,9.006064279803176
19100063: Ward 63,5.461051840429161
19100064: Ward 64,5.559771850990728
19100065: Ward 65,7.992615158924602
19100066: Ward 66,10.944758362815488
19100067: Ward 67,14.809791562427797
19100068: Ward 68,13.447494276520839
19100069: Ward 69,14.640532547776424
19100070: Ward 70,5.33365407454317
19100071: Ward 71,9.739573587463696
19100072: Ward 72,6.130262047577217
19100073: Ward 73,7.563946199967686
19100074: Ward 74,12.626689025009938
19100075: Ward 75,11.574563784742914
19100076: Ward 76,11.452105824919851
19100077: Ward 77,4.34098840979115
19100078: Ward 78,10.760391614547824
19100079: Ward 79,14.067961960867866
19100080: Ward 80,18.58815876519536
19100081: Ward 81,9.040261899452522
19100082: Ward 82,14.420129962444637
19100083: Ward 83,11.43847204147476
19100084: Ward 84,9.609300441939286
19100085: Ward 85,11.604872565310817
19100086: Ward 86,15.35004753659836
19100087: Ward 87,21.056355032284856
19100088: Ward 88,16.159389496136473
19100089: Ward 89,19.743725055558333
19100090: Ward 90,21.580160716786096
19100091: Ward 91,21.91678881251047
19100092: Ward 92,15.84936921547174
19100093: Ward 93,21.247866277742467
19100094: Ward 94,17.46173744783518
19100095: Ward 95,19.54638938597598
19100096: Ward 96,17.365451689090644
19100097: Ward 97,18.857249491690986
19100098: Ward 98,20.704295145512305
19100099: Ward 99,17.482582103159622
19100100: Ward 100,7.10936618472645
19100101: Ward 101,20.187055492559196
19100102: Ward 102,1.6828994312004697
19100103: Ward 103,2.3652156709268226
19100104: Ward 104,15.84119436412914
19100105: Ward 105,9.516759291084144
19100106: Ward 106,17.762140494436863
19100107: Ward 107,5.079738844286494
19100108: Ward 108,17.874496334477474
19100109: Ward 109,13.514620335021945
19100110: Ward 110,8.805905945171276
19100111: Ward 111,13.966243476882095
